OBJECTID,link_4,link_3,link_2,hyperlink,projectno,year,GlobalID,Shape__Area,Shape__Length,EditYr,Edited
17, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C9.pdf,C9,1952,{3CAC64EF-1B71-4154-BE32-3D426E9CB0A2},982014.7422,6349.185304,,NO
18, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165210A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165210.pdf,C165210,2002,{19047169-66CA-4A58-BA3F-E59B18B3C698},977271.7344,4819.68277,2018,YES
19, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C227710A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C227710.pdf,C227710,2007,{508A6D42-8D43-4287-9250-D8F690B3F5F8},981302.5195,4401.204726,2017,YES
20, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65310.pdf,C65310,1997,{A77A3BFA-A3BA-4111-9EFC-342FF8DF67D1},1299295.098,4852.234101,2019,YES
21, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C267210.pdf,C267210,2008,{67A76354-F7AF-43F9-B241-446410A8E593},899806.7773,4372.478023,2018,YES
22, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C96210.pdf,C96210,2004,{268CED09-8432-466D-B792-4F37520B7EC7},888069.2617,5703.486787,,YES
23, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70010.pdf,C70010,1998,{36282F50-BDBD-4CEF-952F-B453CA52387C},850870.2422,4710.958212,2019,YES
24, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C267110.pdf,C267110,2007,{EFB1F776-BBF2-48DF-962B-9C4C989FEF77},849575.0586,4043.15429,2018,YES
25, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C312210.pdf,C312210,2010,{CD410C69-6F64-4B06-91F7-437DC3A05816},788656.375,4155.670971,2019,YES
26, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59310.pdf,C59310,2000,{30FF04A6-DBC5-444A-9A5B-7539CFF4C0CD},795509.2227,3979.378702,2018,YES
27, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70030.pdf,C70030,1997,{8675DEB4-3D9E-447B-9BE4-0040C303EB02},790316.7383,4720.263165,,NO
28, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282815.pdf,C282815,2006,{76E443DE-6C8D-4CC5-BAB1-950663B7C3A4},295.9960938,116.7252919,,NO
29, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52310.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52310.pdf,C52310,1993,{2DD2BC84-B035-46F7-AF01-5244EC26298A},737946.2578,3704.635363,,NO
30, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C72910A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C72910.pdf,C72910,2005,{F3FBF142-7473-4C26-9D2B-856272BC0AF5},727482.332,4599.174801,,NO
31, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47610.pdf,C47610,1994,{6A7A9809-298A-4AF6-BFA7-40151A7B24FB},727642.7852,3991.34052,,NO
32, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C158310.pdf,C158310,2004,{EBEAE5A9-DCDF-4384-BF63-BA9DC9422A55},709531.3398,4818.546441,,NO
33, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79410.pdf,C79410,2000,{51F74E3E-0F0F-4B3B-A5BC-FE1B3B59BAB0},687263.2891,5138.445218,,NO
34, , ,,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C157910.pdf,C157910,2004,{9E4D6F35-C2FF-4EC2-95B4-BCD912092DA6},680294.0742,4186.757647,2019,YES
35, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C227310.pdf,C227310,2008,{C41F8AD0-F7C2-4B80-A5DF-7B3E56FA2D25},643119.7734,5191.710026,2019,YES
36, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C74510A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C74510.pdf,C74510,2000,{6B7FCFA0-5D51-4049-8FF5-7632D4BF517C},621367.8359,3616.342677,2020,YES
37, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C158110.pdf,C158110,2003,{C5B8D49B-74DB-4D3B-8A6B-D704D09AB5DE},609654.875,3068.171456,2019,YES
38, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C158210.pdf,C158210,2002,{5E7B83C1-FB19-41A2-8BBB-E63288F88430},610145.3125,4224.590609,2018,YES
39, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47310.pdf,C47310,1992,{CAD0EE03-6858-4E77-89D9-76802BDFF77D},602029.8086,4924.219604,,NO
40, ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C267310B.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C267310A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C267310.pdf,C267310,2007,{EDB8EAF8-3252-40D2-820E-4F7ED0222567},578315.3164,3706.844741,2018,YES
41, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/75240.pdf,75240,1987,{8A6005C1-D314-4027-913B-680DB04FE507},577896.3633,4136.252116,,NO
42, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C09310.pdf,C09310,0,{9069702D-45ED-45F6-996E-47AEE55D59E2},557377.3555,4840.525786,,NO
43, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47410.pdf,C47410,1992,{28AA5B6F-AFEF-4C62-8EBF-B30530960DB5},550966.3906,3841.938229,,NO
44, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G22210.pdf,G22210,1987,{956CA264-2AC9-407B-8A42-59E3C3E7B510},548404.3398,3385.450425,,NO
45, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C268410.pdf,C268410,2009,{4E7B161E-78EF-4B70-97BE-2AD32CCE92A2},529860.3008,3720.161837,2017,YES
46, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C227810.pdf,C227810,2006,{A1C49FF3-B00C-41A3-AE98-15E69DBB9D81},521847.9961,3518.069329,2018,YES
47, ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143B.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143.pdf,SAD 5143,1971,{F5CBD2E3-6D7E-4DC1-B134-A6D6DFCF8B4C},519051.3789,4271.35605,,NO
48, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52810.pdf,C52810,1994,{96174857-930E-4173-94FB-12EA22E04BC5},496796.3945,3305.851137,,NO
49, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59620.pdf,C59620,2001,{70E6A528-6245-4FC1-8321-E3EC1EF7DEC0},482296.3945,4089.033522,,NO
50, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52220.pdf,"C52220, C52230, C52240",1994,{FD88F4DA-626B-4C0E-ABEB-8EEED7327DD1},1126842.82,6452.827123,,NO
51, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/H24010.pdf,H24010,0,{5C39BE8D-6A66-4455-BD50-2642788E8B8A},459311.6016,2736.094268,,NO
52, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C158010A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C158010.pdf,C158010,2004,{057962F3-E8AF-4051-9365-24CF8604BE56},449802.8242,3152.736239,2020,YES
53, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C234930.pdf,C234930,2006,{3729A86C-0426-4237-84C1-5EEE865A276F},449022.8828,3164.393484,,NO
54, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C70020.pdf,C70020,1999,{8ABB0398-B61D-4505-B963-AF5BB4F7A34F},411985.9063,4884.466195,2019,NO
55, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65210.pdf,C65210,2004,{CD9925D7-2EF6-4CC0-B77D-06859D350B95},417973.207,4027.843212,2019,YES
56, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{B646EDAD-77AF-467F-9AD3-15485DA42055},390406.3867,7371.222355,,NO
57, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79610.pdf,C79610,2001,{153F296F-EB52-4EDA-9CEB-9081BD297C4F},382505.8906,3507.643616,2020,YES
58, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G31110.pdf,G31110,0,{8F09354F-824B-421B-B69D-A9973977F040},358676.8672,3307.101745,,NO
59, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G22310.pdf,G22310,1987,{7E7628B1-134B-4E3F-9BED-609AD53E4932},354047.9336,3238.494442,,NO
60, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/97380.pdf,97380,1987,{379B06BE-B69D-4048-B3A4-F14BDC045FC6},348827.3945,2709.994195,,NO
61, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69710.pdf,C69710,1998,{86E7169F-6E56-4AA9-ABB4-DF2E737C36F9},327324.4297,2637.691058,2019,YES
62, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5098.pdf,SAD 5098,1975,{198A0690-16CC-431C-9EDE-70091A022FDA},327826.8984,2499.336134,,NO
63, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C59610.pdf,C59610,1997,{F31C0567-ED5F-4DEF-8B0A-92BAA4003212},289418.4023,2674.267039,,NO
64, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47110.pdf,C47110,1992,{85C531EC-2A68-4C84-A8F2-5CD84F3854E2},284634.9063,3430.374975,,NO
65, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69910.pdf,C69910,1999,{635F6E74-8FF5-4A32-B9F1-A432863F61CE},281596.9492,4792.050131,,NO
66, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C41810.pdf,C41810,1992,{27C0B60C-D3F5-4C8E-A90C-59BCC9505C9F},20411.84766,1264.802281,2020,YES
67, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C78300.pdf,C78300,1998,{E0686C1B-EDBA-4CDF-8DE1-87418C636D15},264739.9648,5048.932471,,NO
68, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/73860.pdf,73860,1988,{FE539C86-5757-4957-835A-AA2CBF853949},262108.9102,2755.760115,,NO
69,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4293C.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4293B.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4293A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4293.pdf,Tract No 4293,1981,{230E6075-11E8-446C-A33A-E84B4759F492},257381.9258,2486.029288,,NO
70, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69510A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69510.pdf,C69510,2000,{3B25D720-8D23-4F2C-8CA6-FBD85F7B64BB},57146.76953,4167.670889,2019,YES
71, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C74910.pdf,C74910,1999,{52429BE1-EF28-4A9F-8027-2057BFF58DBF},228601.4023,3469.319669,,NO
72, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47810.pdf,C47810,1992,{2411B354-EAEF-4513-B7EF-462FF099BAA0},222727.0039,5612.136772,,NO
73, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30900%2879100%29.pdf,G30900,1989,{C5B503B8-22F1-4E77-8BAB-3CA50A5B66B1},222124.0156,9267.886788,,NO
74, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C44210.pdf,C44210,1991,{1294CE51-6851-43AD-BBFF-F44850E52973},217323.9336,3543.478002,,NO
75, ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143B.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/SAD_5143.pdf,SAD 5143,1971,{24DC36E3-A7AB-41C6-BB4C-4ADA84BFAC9F},207794.9609,2027.918501,,NO
76, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C-06-4003-47.pdf,C-06-4003-47,0,{A3524F29-9B73-4E80-9404-1AC04D76655D},193533.3516,10800.87629,,NO
77, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C63710.pdf,C63710,1993,{67C63612-95ED-4D6F-A144-DE182D239250},186099.4414,1592.097033,,NO
78, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C73210.pdf,C73210,1995,{446C3C90-7412-497F-881F-51CE9671F50A},184876.9258,1557.003454,,NO
79, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65120.pdf,C65120,2003,{8807133C-D688-44E2-AA7A-4FF58F219F0D},182706.9375,4135.5832,2019,YES
80, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{9B0A6BBA-7E2B-4A13-8240-2C39C97249DA},174578.7539,7563.187341,,NO
81, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{7C318A2E-B467-40F9-B447-D1C0DABA87CD},172320.4844,5265.096256,,NO
82, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_5010.pdf,Tract No 5010,1983,{FFFD51A0-E6D1-49B4-99B0-7CBB8778A26B},65592.98438,1026.669831,,NO
83, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C-06-4003-46.pdf,C-06-4003-46,0,{54C24DB9-BE6A-43CA-8A9D-D57AC9315F82},168154.4961,9064.025128,,NO
84, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30510%2884820%29.pdf,G30510,0,{B765ADE3-5603-4DCD-8D2D-3D477CC68BFA},164787.8633,3335.217337,,NO
85, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30800%2879110%29.pdf,G30800,1987,{782DBDF8-0B76-432B-B14B-7DB381769AE8},161749.4141,6119.471018,2020,YES
86, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/W833.pdf,W833,2007,{83A05D3E-450B-455D-91FB-0E316255B985},154033.9141,2175.01157,,NO
87, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C81110.pdf,C81110,1999,{87EBF831-37AD-4E72-826D-AEB986E7E0A1},49422.16016,2976.341945,2019,YES
88, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282870.pdf,C282870,2007,{A7DDD1FE-DC12-4421-9DFB-14439C40ECA8},145318.9297,1995.492851,,NO
89, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_2230.pdf,Tract No 2230,1960,{836E6036-6B94-4E76-BD9D-FDD89C01506D},141002.9688,1733.955136,,NO
90, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/97420.pdf,97420,1987,{F0CD65CD-CA5E-42E8-9E37-3E2A3F89BDEC},5360.195313,1829.459467,2020,YES
91, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C52510.pdf,C52510,1997,{9C5C4529-D42B-4451-9C89-F5493F5EAC3D},133901.4453,1371.723734,,NO
92, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_3734.pdf,Tract No 3734,1980,{718EE6BF-DD26-45E9-9443-F081F5A722C3},127322.9336,1526.179708,,NO
93, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/87050.pdf,87050,1984,{25040543-A80C-4325-9650-E321057C27A0},125825.4648,4286.85213,,NO
94, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{C8071010-680F-4EB8-BE03-03B89306EFC4},124675.9336,6596.696023,,NO
95, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C71010.pdf,C71010,1995,{7581FB6D-4A50-41AA-B198-69AEAF2995EC},115403.1094,1290.563077,,NO
96, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{79655378-93E0-4EFE-8C3A-36C4D087B19E},115031.918,5514.891182,,NO
97, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4284.pdf,Tract No 4284,1979,{5D964143-FB9F-41AA-9BB1-07E874BFD7E4},113000.9766,1518.221054,,NO
98, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C80110.pdf,C80110,2000,{2FCE1BF4-B687-4854-97B1-CF90F8711E24},109259.1797,9180.09339,,NO
99, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C57210.pdf,C57210,1996,{CC0B31B9-8E3C-4083-AEC6-A04D49B15B85},107082.4336,1516.299164,,NO
100, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C66610.pdf,C66610,1994,{7C334465-D825-4064-A1D1-C3BB501587D2},104697.9766,2101.388961,2017,YES
101, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{068AD5A9-7B48-4AC5-B424-04A80D2A83CC},103999.4492,2661.117091,,NO
102, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/B05110.pdf,B05110,2001,{DFD07161-04ED-4E4E-B8AD-899CF7F25671},102774.4531,2842.048254,,NO
103, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/W03191.pdf,W03191,1999,{3FF0D746-A8D3-4670-91D0-A2A818E5EFEF},102240.9609,1306.196667,,NO
104, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65510A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65510.pdf,C65510,1998,{F78B8E2F-CE97-4361-A894-AC6CDF74EADE},100390,2758.914475,,NO
105, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C211910.pdf,C211910,2002,{C0A30A94-C836-49A0-98C5-18A525EF381F},48108.89063,2431.733066,2019,YES
106, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{D61B38A0-F42C-473A-870E-366CF1C40C8B},92430.47266,1866.2285,,NO
107, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C316510.pdf,C316510,2010,{7668EA7B-4C61-409D-B0C4-0DDC649915DD},92011.95313,1882.623518,,NO
108, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4518A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4518.pdf,Tract No 4518,1980,{8BD48EAB-6FD4-4214-BADC-E144E7637BCB},90145.49609,1916.434978,,NO
109, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C228610.pdf,C228610,2004,{D9B1C350-9F53-4D3C-8A03-E20726D6A9DB},89317.96484,1340.09607,,NO
110, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C-06-4003-48.pdf,C-06-4003-48,0,{38B2370D-9FBE-46CA-B7D0-EA4531FACFCB},88928.84766,1347.91892,,NO
111, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C47710.pdf,C47710,1992,{B288F692-D01B-4CED-8573-29A77DDBDA08},31360.70313,3386.105222,2019,YES
112, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C76610.pdf,C76610,1997,{7B50DD8B-16FE-4420-B14E-0B6925792838},83967.48828,1155.952715,,NO
113, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{67A0F9E0-FE11-46D6-833C-44625FF4BC58},82494.41797,3457.41248,,NO
114, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{4851C443-BE26-42D7-AE6E-A747F79F55C0},76653.02734,3634.471287,,NO
115, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282891.pdf,C282891,2007,{1E2DC8DD-08ED-4539-9721-3880F6970900},76346.96875,1167.849408,2017,YES
116, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4308A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4308.pdf,Tract No 4308,1980,{D0AFFE01-EFCD-4754-AA9B-4279E0D03465},74895.46875,1121.878927,,NO
117, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4139.pdf,Tract No 4139,0,{7CF1D2B5-3A8B-438E-AE30-59A7569FA33A},73519.99219,1085.069127,,NO
118, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165910A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C165910.pdf,C165910,2002,{34B9D558-AC2E-407F-848E-EE975801E930},70629.97266,1204.079295,,NO
119, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C135410.pdf,C135410,2006,{5A8D64BE-F372-4017-A195-DCD932DC1166},70430.47266,1685.134553,2017,YES
120, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/94700.pdf,94700,1987,{D13BD615-B845-4233-99FA-891F9A201D46},68544.49609,1156.611756,,NO
121, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C65410.pdf,C65410,1998,{78980060-0E2D-4521-BB0B-24B11E6D5E5E},67375.93359,2913.454947,,NO
122, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C69610.pdf,C69610,1997,{76F3C1F1-E687-4AB5-AC2D-F5F615523930},65835.93359,3472.78954,,NO
123, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4726.pdf,Tract No 4726,0,{E857A9A8-F959-4F55-91B2-10F9806C52DC},63739.5,1431.520356,,NO
124, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/G30710.pdf,G30710,1989,{4F69A061-5AF6-46B7-B396-9BFB210119D4},61885.46484,3067.585969,2020,YES
125, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/B04510.pdf,B04510,2000,{1313F4FC-AFF8-4438-8011-8D606BC85414},61550.48047,1020.661636,,NO
126, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/83350.pdf,83350,1977,{AA4AF089-400E-4661-863E-B4889C77B1B1},60013.96875,3769.654918,,NO
127, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C63510.pdf,C63510,1993,{D4CD4008-DCE8-4EE7-B654-4E15522F12F1},59847.43359,1960.843765,,NO
128, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C97410.pdf,C97410,1989,{71AB17AF-4172-4C49-91F3-EC6DE01D763E},59067.50391,2697.302626,,NO
129, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C329112.pdf,C329112,2009,{12CD9CD2-676B-4C2E-9373-119AC9A47E31},96020.26172,2403.419391,2017,YES
130, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4059.pdf,Tract No 4059,1978,{C8E0BFF8-1BF7-4864-B1A6-3E7E88314B89},58049.98047,915.1812874,2020,YES
131, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C39610.pdf,C39610,1992,{FBC19CCB-9CFE-4954-8993-CA932CB96527},73797.59375,4309.301089,2019,YES
132, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C79710.pdf,C79710,2008,{90E9C978-DF77-4FA7-88FA-423D7F680273},55639.54688,3916.095826,,NO
133, , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4154A.pdf,http://oakbec.s3.amazonaws.com/Archive/As-Builts/Tract_No_4154.pdf,Tract No 4154,1979,{8F55DF58-2116-42F5-8E21-A4D498595BB0},54916.48828,1161.295113,,NO
134, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C282892.pdf,C282892,2009,{01E379D8-A7E8-4264-8587-8D079BC36556},52286.45703,1017.146591,,NO
135, , , ,http://oakbec.s3.amazonaws.com/Archive/As-Builts/C369630.pdf,C369630,2011,{D257AEA8-F1E3-400A-8CEB-2A39AFF07E1E},51919.37109,4734.102137,,NO
